DON'T THINK PEOPLE ACTUALLY USED "ALACK" LIKE THAT
100.00%: 
16.58%:  CAN
0.12%:  COULDN'T HELP IT I HAD TO USE
0.12%:  TOTALLY STILL D
0.21%:  TOTALLY STILL DON'T C
0.12%:  NEED TO PICK UP THE CAT AND
0.12%:  NEED YOU TO TELL US ALL THE
0.12%:  NOTICE YOU SAID "AL
0.13%:  NOTICE YOU SAID "ALACK" TH
0.13%:  NOTICE YOU SAID "ALACK" AND
0.12%:  NEED TO PICK YOU UP AT THE C
0.12%:  THINK I NEED TO ST
0.12%:  THINK THAT'S ACTUALLY CALLED "EN
0.12%: 'LL TAKE ALL THE HINT
0.42%: 'LL TAKE ALL THE HINTS YOU
0.12%:  COULD USE A LITTLE HELP ON A PLAY C
0.12%:  CAN SEE THAT ALL YOU
0.12%:  COULD SUE
0.12%:  THINK PEOPLE CALLED YOU THAT AS A N
0.12%:  ACTUALLY THINK THAT'S AN APP
0.12%:  CAN'T HELP THAT I NE
0.17%:  CAN'T HELP THAT I NEED YOU
0.15%:  CAN'T HELP THAT I NEED TO K
0.12%:  KINDA LIKE THAT YOU'
0.12%:  HOPE YOU SUCCEED AT THAT AND AT
0.13%:  HOPE YOU SUCCEED AT THAT AND AT ALL
0.12%:  ACTUALLY C
0.12%: 'LL LET YOU LOAN THIS
0.12%:  COULD PUT THAT IN A PLAY SO
0.12%:  CAN ACTUALLY DO THAT IN
0.15%:  CAN ACTUALLY DO THAT IN THE
0.12%:  LISTEN TO YOU AND
0.12%:  TOTALLY NEED TO LE
0.12%: 'LL TELL YOU THE T
0.12%: 'D LIKE TO PUNCH YOU IN THE LE
0.12%:  THINK THAT'S ACTUALLY ALL I NE
0.12%:  THINK YOU'LL NEED TO SPELL "
0.12%:  NEED YOU TO HANDLE THIS L
0.12%: 'LL SP
0.38%: 'LL SPEND THE
0.18%: 'LL SPEND ALL
0.12%:  CAN TOTALLY DO THESE
0.12%:  HAD NO IDEA THAT YOU ALL
0.12%:  USED TO LEND
0.24%:  USED TO LEND YOU
0.15%:  USED TO LEND YOU THE
0.12%: 'D LIKE TO THANK ALL THE S
0.12%:  CAN'T KEEP UP THIS CH
0.12%:  COULD LET YOU ST
0.12%:  NEED YOU TO CALL THESE
0.12%:  THINK YOU COULD ALL
0.12%:  THINK PEOPLE CALLED YOU THAT D
0.12%:  THINK I'LL TAKE YOU
0.12%:  THINK I'LL TAKE YOU UP
0.26%:  THINK I'LL TAKE YOU UP ON THAT DE
0.19%:  THINK I'LL TAKE YOU UP ON THAT L
0.11%:  THINK THAT'S CALLED ANAL
0.11%:  COULDN'T HELP NOTICES THAT P
0.11%:  HAD NO IDEA THAT SPE
0.11%:  HAD T
0.12%:  HAD THOSE
0.11%:  HOPE YOU LIKE P
0.11%:  CAN HELP YOU EDIT
0.11%:  THINK YOU NEED TO STUD
0.11%: 'D LIKE TO SPEAK TO THAT
0.11%:  CAN SEE YOU OK
0.11%:  NEED YOU TO KEEP THAT S
0.11%:  HAD TO DO
0.11%:  COULD USE A LITTLE HELP AND THAT CO
0.11%:  NEED YOU NOT
0.11%:  CAN'T HELP IT YOU K
0.11%:  THINK THAT'S ACTUALLY CALLED "N
0.11%:  NEED YOU TO ACT LIKE THAT
0.11%:  NEED TO TELL YOU THE PUN
0.11%:  ACTUALLY DON'T NEED H
0.11%:  THINK YOU SHOULD ACT LI
0.11%:  LIKE THE SO
0.34%:  LIKE THE SOUND
0.11%:  THINK YOU'LL DE
0.34%:  THINK YOU'LL DECIDE THE
0.21%:  THINK YOU'LL DECIDE THAT S
0.18%:  THINK YOU'LL DECIDE THESE
0.15%:  THINK YOU'LL DECIDE TO
0.11%:  LIKE THAT YOU USED "ALACK" AND NO
0.11%:  COULD LISTEN TO THAT L
0.11%: 'LL TOTALLY C
0.11%:  NOTICED YOU USED "ALACK" IN TH
0.11%:  CAN TELL THAT THEY'LL
0.11%:  CALLED IN THE
0.11%:  CAN'T HELP IT D
0.15%:  CAN'T HELP IT DUDE I
0.11%:  KINDA NEED YOU TO TALK A
0.11%:  KINDA THINK YOU COULD S
0.11%:  ACTUALLY DON'T SPEAK THE
0.11%:  CANNOT HELP THAT YOU
0.11%: 'D LIKE YOU TO T
0.11%:  COULD TOTALLY N
0.11%:  COULDN'T HELP NOTICES A
0.11%:  COULDN'T HELP NOTICE THE SUP
0.11%: 'LL LET YOU CUT IN LINE AT THE DE
0.11%:  DON'T THINK I COULD LE
0.11%: 'D TOTALLY LEND
0.11%:  CAN TELL THAT IS
0.11%:  THINK YOU'LL LIKE THE END
0.11%:  HOPE YOU DIE IN THE
0.11%:  NEED YOU TO SEND THE
0.11%: 'LL TELL PEOPLE THAT YOU THINK I
0.11%:  KINDA NEED THOSE T
0.11%:  NEED TO PICK UP A CA
0.11%: 'LL TAKE THAT AS AN EN
0.11%:  TOTALLY ASKED THE
0.11%:  ACTUALLY LOOKED THAT UP AND S
0.11%:  NEED TO STOLE ALL
0.11%:  COULD USE A LITTLE HELP EAT
0.11%:  COULDN'T HELP THAT YOU D
0.11%:  NEED YOU SO
0.11%:  HAD NO IDEA YOU LET
0.11%: 'LL CALL THE POLICE AND YOU K
0.11%:  NEED TO SPEAK TO AN
0.11%:  CAN TELL THIS
0.11%:  COULD USE A LITTLE HELP IN THE CAN
0.11%:  PICKED YOU UP SO
0.11%:  HOPE THEY ALL
0.13%:  HOPE THEY ALL END
0.11%:  COULDN'T HELP NOTICE S
0.11%: 'LL SUE
0.11%:  KINDA LIKE HO
0.11%: 'LL LET YOU A
0.11%: 'LL KILL YOU AND THEN E
0.11%:  DO NOT U
0.11%:  LET YOU N
0.11%:  STAND
0.11%:  DON'T THINK THAT SE
0.11%:  THINK IT'S ACTUALLY CALLED "AL
0.11%:  CAN'T HELP IT OKAY THIS
0.11%:  HOPE YOU USED THE
0.11%:  ACTUALLY USED TO DO THE
0.11%:  NEED TO CHECK THE STO
0.11%:  COULD USE A LITTLE HELP IN THE CL
0.11%:  COULDN'T HELP IT THAT I
0.11%:  NEED YOU TO TELL ALL THE K
0.21%:  NEED YOU TO TELL ALL THE KIDS IN
0.19%:  NEED YOU TO TELL ALL THE KIDS AT
0.11%: 'LL ASK YOU THAT ONE
0.11%: 'D LIKE TO SAY THAT ALL THE
0.11%:  HATE THAT
0.18%:  HATE THAT YOU
0.11%:  CAN TOTALLY PICK THESE
0.11%:  NEED YOU TO AT LEAST H
0.11%:  THINK THAT'S ACTUALLY CALLED DIAL
0.11%:  HAD NO IDEA THAT SOUN
0.11%:  CAN TOTALLY SEE THE DI
0.11%:  COULD USE A LITTLE HELP ONCE I
0.11%:  CAN DO THIS ALL DAY L
0.11%:  LOOKED IT UP AND THAT'S ACTUALLY NE
0.11%: 'D LIKE TO THANKS YOU AND
0.11%: 'LL LET YOU STEAL THE IDEA L
0.11%: 'D TOTALLY TAKE THESE
0.11%: 'D LIKE TO THINK YOU K
0.11%:  NEED TO TELL YOU I LI
0.11%: 'LL LET YOU STEAL THE L
0.11%: 'LL TELL YOU THE DETAILS IN
0.11%: 'LL TOTALLY KEEP THIS IN
0.11%:  CAN'T KEEP THIS UP ALL DAY OK
0.11%:  NEED YOU TO HANDLE ALL THE C
0.11%:  THINK THAT'S CALLED C
0.11%:  KINDA DON'T LI
0.35%:  KINDA DON'T LIKE THE
0.15%:  KINDA DON'T LIKE THAT
0.14%:  KINDA DON'T LIKE THESE
0.13%:  KINDA DON'T LIKE THE S
0.12%:  KINDA DON'T LIKE THAT YOU
0.11%:  CAN SEE THAT IN THE
0.11%:  COULD USE A LITTLE AT
0.11%:  NEED YOU TO PICK UP THE SL
0.11%:  LOOKED IT UP AND TH
0.11%:  ONLY D
0.11%:  DON'T HATE YOU THAT
0.11%:  PUT THE KEYS ON THE TO
0.11%:  NEED TO PICK YOU UP AT THE L
0.11%:  DON'T CALL YOU THE
0.11%:  NEED YOU TO TELL A
0.11%:  KINDA NEED THAT KEYS TO
0.11%:  KINDA CAN SE
0.22%:  KINDA CAN SEE YOU
0.14%:  KINDA CAN SEE THAT YOU
0.11%:  USED TO CALL YOU THE L
0.11%:  THINK I'LL STAY
0.11%:  COULDN'T HELP NOTICE AS
0.11%: 'LL SEE YOU IN A
0.11%:  ACTUALLY LOOKED THAT UP AND IT'S A
0.11%:  COULD TOTALLY STEAL T
0.11%:  KINDA THINK YOU COULD C
0.11%: 'LL TELL YOU NO
0.11%:  KINDA THINK YOU'LL DO
0.13%:  KINDA THINK YOU'LL DO THAT
0.11%:  CAN ALSO DO THE
0.11%:  THINK YOU NEED TO KILL
0.11%: 'D LIKE TO TALK TO SH
0.11%:  DO NOT SPE
0.12%:  DO NOT SPEAK THE
0.11%:  CAN CALL YOU THAT ALL THE
0.11%:  CAN'T TAKE THIS KIND
0.11%:  NOTICE YOU USE "ALACK" IN THE PL
0.11%: 'LL CALL THE POLICE SO H
0.11%: 'LL PUT SO
0.11%:  THINK PEOPLE CALLED YOU THAT AND IT
0.11%: 'LL LET YOU PICK OUT THE C
0.11%:  THINK THAT'S ACTUALLY CLO
0.11%:  CAN TOTALLY TELL SH
0.11%:  NEED ALL THE KEYS IN
0.11%:  PUT ALL THE KEYS IN ONE PLACE THAT
0.11%:  TOTALLY COULDN'T A
0.11%:  DON'T ACTUALLY NEED ALL
0.11%:  CAN ACTUALLY HANDLE THESE
0.11%:  THINK YOU CAN TAL
0.11%:  THINK YOU'LL CALL THAT "
0.11%: 'LL CALL THE POLICE AND PUT YOU IN THE S
0.11%:  ASKED YOU ANOT
0.11%:  COULD USE A HAND IN THE C
0.11%:  THINK YOU SHOULD TELL ALL T
0.11%:  THINK YOU CALL THAT A
0.11%:  CAN TOTALLY COUNT THESE
0.11%:  COULD USE A LITTLE HELP PE
0.11%:  THINK YOU SPELL IT "
0.11%:  THINK YOU'LL LIKE TO
0.11%:  THINK IT'S ACTUALLY CALLED "DE
0.11%: 'LL CALL THE POLICE TODAY AND A
0.11%:  ENDED
0.11%:  CAN'T HELP NOTICE YOU USE
0.11%: 'LL CALL THE POLICE AND DO
0.11%:  COULDN'T ACT
0.33%:  COULDN'T ACTUALLY T
0.71%:  COULDN'T ACTUALLY TELL THE
0.23%:  COULDN'T ACTUALLY SE
0.19%:  COULDN'T ACTUALLY SEE THAT
0.18%:  COULDN'T ACTUALLY SEE THE
0.11%:  PUT ALL THE KEYS IN ONE PO
0.11%:  COULD USE A LITTLE HELP IN CAP
0.11%:  NEED THAT T
0.11%: 'D LIKE TO SEE THAT PLAY A
0.11%:  PO
0.11%: 'LL CALL THE POLICE ON THIS T
0.11%:  HAD NO IDEA YOU KEPT SU
0.11%:  THINK YOU AND I SHOULD CALL A CE
0.11%:  CAN CON
0.11%:  COULD LISTEN TO THAT ALL N
0.11%:  ACTUALLY HAD NO IDEA I
0.11%:  THINK YOU NEED TO SELL
0.11%:  USED TO CALL YOU "AL
0.11%:  THINK THAT'S ACTUALLY AD
0.11%: 'LL LISTEN TO YOU T
0.12%: 'LL LISTEN TO YOU TELL
0.11%:  COULD USE A LITTLE HELP ON THE DAT
0.11%:  ACTUALLY CAN'T LO
0.11%:  NEED YOU TO TELL US THE
0.11%:  THINK YOU NEED TO TAKE THIS A
0.11%:  KEEP P
0.11%:  THINK YOU SHOULD END IT
0.11%:  COULD TOTALLY USE A HAND THANK
0.11%:  STILL DON'T NE
0.29%:  STILL DON'T NEED THE
0.21%:  STILL DON'T NEED THE KEY
0.21%:  STILL DON'T NEED TO HE
0.13%:  STILL DON'T NEED YOU
0.13%:  STILL DON'T NEED THAT
0.11%:  DON'T THINK HE ACTUALLY SPEL
0.21%:  DON'T THINK HE ACTUALLY SPELLED IT "
0.11%:  THINK I'LL STAND
0.11%:  THINK YOU NEED TO PUT THE P
0.11%:  ACTUALLY DON'T THINK THE P
0.11%:  NEED YOU TO PLEASE A
0.11%:  HAD THE S
0.11%:  COULD USE A LITTLE HELP ON A L
0.11%:  HOPE YOU'LL ST
0.11%:  THINK IT'S YOU
0.11%:  COULD HELP YOU S
0.11%: 'LL KICK YOU IN THE LE
0.11%:  HAD NO IDEA YOU CAN SPELL THAT
0.11%:  THINK YOU NEED TO SPELL "ALACK" LI
0.24%:  THINK YOU NEED TO SPELL "ALACK" LIKE THAT
0.11%:  HOPE ONE DAY I
0.11%:  CAN'T STAY
0.11%:  CAN SEE YOU CAN'T HELP IT TH
0.11%:  CAN'T HELP THAT YOU NE
0.11%:  CAN'T HELP IT THAT I NEED YOU SO
0.11%:  CALL YOU THAT SO
0.11%:  HAD A P
0.16%:  HAD A PLAN
0.11%:  KINDA LE
0.11%:  COULD USE A LITTLE HELP AND T
0.11%: 'LL KICK YOU IN THE HEAD AND STEAL T
0.11%:  COULD USE HELP H
0.11%:  NEED HELP PICK
0.11%:  HAD NO IDEA THAT YOU CAN SPELL
0.11%:  COULD KICK YOU
0.13%:  COULD KICK YOU IN THE HEAD ALL
0.13%:  COULD KICK YOU IN THE N
0.11%: 'LL LET YOU LE
0.11%:  CAN ACTUALLY DO THE
0.11%:  DON'T NEED TO USE
0.11%:  COULD CALL YOU S
0.11%:  ACTUALLY NEED THIS C
0.11%: 'LL TELL THE AUTH
0.11%:  THINK YOU COULD HE
0.11%:  KINDA C
0.31%:  KINDA CALL THE
0.17%:  KINDA CALL THAT
0.11%:  THINK IT'S CALLED A "PLAY
0.11%:  THINK YOU CAN LOSE
0.16%:  THINK YOU CAN LOSE THE
0.11%: 'LL LET YOU SNE
0.25%: 'LL LET YOU SNEAK A PEEK AT ALL
0.24%: 'LL LET YOU SNEAK A PE
2.78%: 'LL LET YOU SNEAK A PEAK AT THE
0.17%: 'LL LET YOU SNEAK IN
0.41%: 'LL LET YOU SNEAK INTO THE
0.14%: 'LL LET YOU SNEAK A PEAK AT THE P
0.14%: 'LL LET YOU SNEAK A PEEK AT THAT
0.14%: 'LL LET YOU SNEAK A PEEK IN
0.12%: 'LL LET YOU SNEAK A PEEK AT HO
0.12%: 'LL LET YOU SNEAK A PEEK AT T
0.11%: 'LL LET YOU SNEAK A LO
0.11%:  THINK THAT'S ALL I
0.14%:  THINK THAT'S ALL I NE
0.11%:  THINK THAT'S ACTUALLY A UN
0.11%:  COULD TOTALLY HANDLE THIS AT
0.11%:  COULD USE THE C
0.11%:  SAID DON'T YOU TH
0.16%:  SAID DON'T YOU THINK THAT
0.11%:  NEED TO PICK YOU UP SH
0.11%:  ACTUALLY THINK IT'S "
0.11%:  CAN'T HELP IT AL
0.11%:  HAD THOSE KEY
0.11%: 'LL HAND YOU
0.11%:  SENT YOU THE
0.11%:  TOLD YOU THAT THE
0.11%:  KINDA NEED TO PICK UP A
0.11%:  DON'T THINK YOU SPELL THAT C
0.11%:  COULD USE A LITTLE HELP OPT
0.11%:  THINK YOU NEED A LITTLE LE
0.11%:  COULD USE A LITTLE HELP CAP
0.11%:  CAN TELL YOU DON'T USE
0.11%: 'LL CALL THIS ONE "THE LO
0.11%: 'LL LET YOU CUT IN LINE AT THE PO
0.11%:  DON'T SEE HO
0.11%:  PUT THE KEYS IN THE "
0.11%:  HAD NO IDEA THAT "
0.11%:  LOOKED IT UP AND THE "
0.11%:  DON'T THINK I COULD P
0.20%:  DON'T THINK I COULD PULL
0.42%:  DON'T THINK I COULD PULL THAT
0.15%:  DON'T THINK I COULD PULL THE
0.11%: 'D LIKE TO CHECK IN AND
0.11%:  CAN TOTALLY SEE TH
0.11%:  THINK YOU NEED TO CALL THIS
0.11%:  CAN CALL YOU THE
0.11%: 'LL CALL YOU AT
0.11%:  CAN TOTALLY SEE THE APPEAL IN T
0.11%:  HAD NO IDEA THESE CON
0.11%:  COULD HELP YOU TH
0.12%:  COULD HELP YOU THINK
0.11%:  ACTUALLY DO NOT THINK THIS
0.11%:  HOPE YOU LIKE H
0.11%:  CALLED THE POLICE AND THEY SPO
0.11%:  CAN TOTALLY SEE THE APPEAL IN LO
0.11%:  THINK YOU NEED TO SHAK
0.11%:  COULD USE A LITTLE HELP AND THE ON
0.11%:  NOTICED YOU USED THE "
0.43%:  NOTICED YOU USED THE "ALACK" TH
0.20%:  NOTICED YOU USED THE "ALACK" PH
0.19%:  NOTICED YOU USED THE "ALACK" IN
0.14%:  NOTICED YOU USED THE "ALACK" IN THAT
0.11%:  NOTICED YOU USED THE "ALACK" P
0.11%:  ACTUALLY THINK THAT'S UN
0.11%:  NEED YOU TO THINK H
0.11%:  COULD USE A LITTLE HELP IN CAL
0.11%:  COULD CALL YOU "THE SH
0.11%:  CAN TOTALLY KILL
0.11%:  THINK YOU'D LIKE ONE
0.11%:  HAD NO IDEA THAT PO
0.11%:  NEED TO PICK UP THAT
0.11%:  COULD USE A LITTLE HELP TO PICK
0.11%: 'LL CUT OUT
0.11%:  COULD TOTALLY CUT THE
0.11%: 'LL TELL YOU THE PUNCH L
0.51%: 'LL TELL YOU THE PUNCH LINE TO
0.11%:  COULD USE A LITTLE HELP IN THE "CAN
0.11%:  CAN TOTALLY A
0.11%:  COULD HELP YOU AND
0.11%:  LIKE THAT YOU USE "ALACK" AND THAT
0.11%:  HOPE YOU KEEP IT
0.11%:  NEED TO TAKE A P
0.11%:  CUT YOU
0.11%:  ACTUALLY THINK IT'S P
0.11%: 'LL TELL YOU THIS T
0.11%:  COULD KILL YOU AND STE
0.49%:  COULD KILL YOU AND STEAL THE
0.11%:  COULDN'T HELP NOTICE THE K
0.11%:  HAD TO TELL YOU ALL
0.11%:  NEED TO USE YOU IN
0.11%:  CAN'T HELP NOTICE THAT SO
0.11%:  KINDA K
0.11%:  THINK I'LL HEAD OUT
0.11%:  NEED TO TALK YOU
0.11%:  STOLE THAT ONE
0.11%:  CAN CALL THE
0.11%:  THINK YOU'LL NEED TO CUT
0.11%:  USED THAT ONE
0.11%:  CAN'T HELP IT T
0.11%:  COULD ACTUALLY TA
0.24%:  COULD ACTUALLY TAKE THE
0.22%:  COULD ACTUALLY TAKE THESE
0.14%:  COULD ACTUALLY TAKE THIS
0.11%:  LOST THE KEY TO
0.11%: 'LL PUT YOU IN A PIE
0.14%: 'LL PUT YOU IN A PIECE THAT
0.11%: 'LL NEED THE KEYS TOD
0.11%:  CAN TOTALLY HANDLE THE K
0.11%:  CALLED THE POLICE AND I'
0.11%:  SHALL NOT
0.11%:  NEED TO PUT ON
0.11%:  COULD USE A LITTLE HELP ON A CH
0.15%:  COULD USE A LITTLE HELP ON A CHAIN
0.11%: 'LL TOTALLY ADD
0.11%:  HOPE YOU CAN STILL H
0.26%:  HOPE YOU CAN STILL HANDLE IT
0.21%:  HOPE YOU CAN STILL HANDLE ALL
0.19%:  HOPE YOU CAN STILL HANDLE A
0.11%:  HOPE YOU CAN STILL HEL
0.11%:  THINK YOU COULD AT LEAST ACT LI
0.11%:  COULD TOTALLY KILL AN
0.11%:  COULD KILL A
0.11%:  DON'T HATE YOU AND
0.11%:  COULD TELL THAT YOU'
0.11%:  CAN TOTALLY CUT THIS
0.11%: 'LL CALL THE POLICE THEN AND
0.11%:  NEED YOU TO PLEASE D
0.11%:  CAN'T LOCATE THESE
0.11%:  COULD USE A LITTLE HELP ON THE ANAL
0.11%: 'LL LET YOU KEEP THE TOP
0.11%:  HAD NO IDEA PEOPLE ACTUALLY USE "
0.11%:  ACTUALLY DON'T THINK THOSE L
0.11%: 'D LIKE TO LE
0.11%:  STILL DON'T THINK YOU ACT
0.11%:  NEED SHA
0.11%:  ASKED YOU TO KEEP ALL
0.11%:  THINK YOU SHOULD TAKE AN AD
0.11%:  LET YOU KEEP ONE
0.11%:  THINK YOU SHOULD ACT LIKE A
0.11%:  KINDA HO
0.88%:  KINDA HOPE YOU CAN
0.87%:  KINDA HOPE YOU'
0.58%:  KINDA HOPE THE
0.42%:  KINDA HOPE THESE
0.39%:  KINDA HOPE THEY'LL
0.36%:  KINDA HOPE YOU D
0.27%:  KINDA HOPE YOU CAN HE
0.23%:  KINDA HOPE YOU CAN'
0.23%:  KINDA HOPE THAT
0.20%:  KINDA HOPE THAT YOU
0.19%:  KINDA HOPE THAT'
0.24%:  KINDA HOPE THAT'S NOT A
0.12%:  KINDA HOPE YOU'LL ST
0.12%:  KINDA HOPE YOU'LL NE
0.11%:  KINDA HOPE YOU SU
0.93%:  KINDA HOPE YOU SUCCEED IN
1.39%:  KINDA HOPE YOU SUCCEED IN THAT E
0.91%:  KINDA HOPE YOU SUCCEED AT
0.52%:  KINDA HOPE YOU SUCCEED IN THAT AT
0.29%:  KINDA HOPE YOU SUCCEED AT THE
0.28%:  KINDA HOPE YOU SUCCEED AT IT
0.24%:  KINDA HOPE YOU SUCCEED IN THE
0.16%:  KINDA HOPE YOU SUCCEED AT THAT T
0.16%:  KINDA HOPE YOU SUCCEED IN THAT AT LE
0.13%:  KINDA HOPE YOU SUCCEED IN THAT T
0.11%:  NEED TO PICK UP THE KIDS OK
0.11%:  THINK THAT'S CUTE AND
0.11%:  LOOKED IT UP AND THIS
0.11%:  NEED TO CHECK THIS OUT
0.11%:  COULD USE A LITTLE HELP IN THE "DO
0.11%:  CAN TELL I
0.11%: 'LL LET YOU PLEASE
0.11%:  CAN'T LET THAT SL
0.11%:  HAD NO IDEA THAT YOU C
0.11%:  NEED YOU TO SPEAK UP A LITTLE D
0.11%:  THINK YOU SHOULD TAKE A DECA
0.11%:  THINK IT'S ACTUALLY "THE
0.11%:  CAN SEE THE D
0.11%: 'LL LET YOU TALK TO THE
0.11%: 'LL CALL THE POLICE AND AN
0.11%: 'LL TELL PEOPLE THAT YOU DID THE S
0.11%:  CAN ACTUALLY SEE IT ALL
0.11%:  ONCE
0.11%:  THINK PEOPLE ON THE
0.11%:  THINK YOU NEED TO PICK THE
0.11%:  THINK YOU SHOULD CANCEL ALL T
0.11%: 'D TOTALLY PUT THE
0.11%:  NEED YOU TO ACT LIKE A SH
0.11%:  PUT THE KEYS ON THE LE
0.11%:  COULD USE A LITTLE HELP TOP
0.11%:  COULD USE A LITTLE HELP AT THE CON
0.11%:  CALLED THE POLICE AND THE P
0.11%:  HOPE YOU HAD A NICE NAP T
0.11%:  ACTUALLY DON'T THINK THESE CO
0.11%:  THINK PEOPLE CALLED THIS
0.11%:  NEED YOU TO PLEASE C
0.11%: 'LL LET YOU KEEP THAT IN
0.11%:  KINDA NEED YOU TO STE
0.11%:  COULD USE A LITTLE HELP AND AT
0.14%:  COULD USE A LITTLE HELP AND AT THE
0.11%:  COULD USE A LITTLE HELP IN THE APO
0.11%:  THINK YOU SHOULD CANCEL IT
0.11%:  COULD USE A LITTLE HELP LATE
0.11%:  CAN HELP YOU AND
0.11%:  LOOKED IT UP AND IT'S THE
0.11%:  HAD NO IDEA PEOPLE ACTUALLY HUN
0.11%:  COULD USE A LITTLE HELP AT THE DO
0.11%: 'LL LET YOU KEEP ONE SH
0.11%: 'LL TAKE A LO
0.18%: 'LL TAKE A LOOK AT
0.11%:  NEED YOU TO PUT ALL THIS
0.11%:  COULD USE A LITTLE HELP IN THE "NOT L
0.11%:  COULDN'T HELP NOTICE THE DEL
0.11%:  NEED ALL THE KEYS AND
0.11%:  HAD NO IDEA P
0.11%:  NOTICE YOU SPEAK
0.11%:  NEED TO CALL THE POLICE T
0.11%:  COULD USE A LITTLE HELP IN HEAD
0.11%:  CAN'T LOCATE THE KEYS I
0.11%:  COULD USE A LITTLE HELP IN THE CLO
0.11%:  COULD USE THAT HELP IN
0.11%:  ASKED YOU D
0.13%:  ASKED YOU DON'T I
0.11%:  CAN SEE YOU ON THAT
0.11%:  COULD USE A HELP IN
0.11%: 'LL LET YOU KEEP THAT UP
0.11%:  HAD NO IDEA THAT PUN
0.11%: 'D LIKE TO APPLAUD THIS
0.11%:  THINK ALL THE S
0.11%:  CAN TOTALLY TELL IN
0.11%:  THINK THAT'S ACTUALLY A COL
0.11%:  NEED YOU T
0.11%:  THINK PEOPLE CO
0.32%:  THINK PEOPLE COULD USE
0.24%:  THINK PEOPLE COULD HE
0.17%:  THINK PEOPLE COULD USE THE
0.12%:  THINK PEOPLE COULD USE A
0.11%:  PUT THE KEYS IN A PLA
0.11%: 'LL TAKE ANY KIND
0.11%:  THINK THAT'S ACTUALLY CALLED "AD
0.11%:  NEED TO STEAL ALL THE C
0.11%:  KEEP LOSE
0.11%:  COULDN'T HELP NOTICE THE U
0.11%: 'LL TALK TO YOU AT THE N
0.11%:  USED TO CALL YOU "THE D
0.11%:  HAS
0.11%:  CAN'T KEEP THE
0.11%:  PUT THE KEYS IN THE PLAC
0.11%:  KINDA HOPE YOU CAN ST
0.30%:  KINDA HOPE YOU CAN STILL HE
0.11%:  ACTUALLY HAD NO IDEA THAT S
0.11%: 'D LIKE TO PUNCH THE
0.11%:  NOTICED YOU USED "ALACK" THAT
0.11%:  COULD TOTALLY TAKE THESE IN
0.11%: 'LL CALL THE POLICE THESE
0.11%:  CAN TOTALLY END
0.13%:  CAN TOTALLY END THE
0.12%:  CAN TOTALLY END THIS
0.11%:  CAN TELL THAT YOU DID NOT
0.11%:  ACTUALLY THINK THAT S
0.11%:  THINK PEOPLE SHOULD TELL
0.11%:  COULD TOTALLY PICK UP A
0.11%: 'LL TELL PEOPLE YOU SAID THAT AND E
0.11%:  THINK YOU SHALL NE
0.11%:  NEED YOU TO TAKE AN
0.11%:  NEED TO TAKE A PI
0.11%:  COULD TOTALLY USE A LITTLE "HE
0.11%:  CAN NOT HE
0.11%:  THINK I'D P
0.11%:  HAD NO IDEA PEOPLE H
0.11%:  HOPE YOU SUCCEED AND THE
0.11%:  ACTUALLY CAL
0.17%:  ACTUALLY CALLED THIS
0.14%:  ACTUALLY CALLED THE
0.11%:  PICKED UP THESE
0.11%: 'LL LET YOU DO THAT SHIT
0.11%:  NEED YOU TO SPELL A
0.11%:  CALLED OUT
0.11%:  COULD TOTALLY USE A PEN AND
0.11%:  DON'T THINK YOU KEEP THAT
0.11%:  HAD TO TELL YOU THAT ALL
0.11%:  COULD USE A LITTLE HELP HEY D
0.11%:  HOPE ONE DAY THAT
0.11%:  CHECKED OUT THIS
0.11%:  COULD PICK
0.13%:  COULD PICK UP THE
0.11%:  TOTALLY PLAN
0.40%:  TOTALLY PLANNED THAT
0.19%:  TOTALLY PLANNED THIS OUT
0.12%:  TOTALLY PLANNED TO
0.11%:  NEED TO TELL YOU THE TH
0.11%: 'LL DO ALL THE HO
0.11%:  NOTICED THAT AND YOU
0.11%:  CHECKED IN THE
0.11%:  USED TO T
0.23%:  USED TO TELL
0.79%:  USED TO TELL YOU THAT
0.21%:  USED TO TELL YOU THAT ALL
0.19%:  USED TO TAKE YOU
0.13%:  USED TO TELL PE
3.56%:  USED TO TELL PEOPLE THAT
0.56%:  USED TO TELL PEOPLE THAT I
0.47%:  USED TO TELL PEOPLE I
0.16%:  USED TO TELL PEOPLE THAT I'
0.15%:  USED TO TELL PEOPLE I'
0.13%:  USED TO TELL PEOPLE THAT IN
0.12%:  USED TO TELL PEOPLE THAT ALL
0.12%:  USED TO TELL YOU THAT I
0.11%: 'LL CALL THE POLICE AND DENY I
0.11%:  CAN SEE THAT AND HE
0.11%: 'LL LET YOU KEEP THOSE TH
0.11%:  CAN SEE THAT IT
0.11%:  DON'T NEED THAT S
0.11%:  THINK THAT'S U
0.11%:  TOTALLY SAID "
0.11%: 'D LIKE TO TELL YOU A TH
0.11%:  CAN'T HELP YOU T
0.11%: 'LL CALL THE POLICE AND THEN S
0.11%:  COULD ASK YOU ALL THE TH
0.11%: 'D TOTALLY LIKE TO A
0.11%:  NEED TO LOCK THE C
0.11%:  ACTUALLY THINK THAT'S CALLED "PUN
0.11%:  CAN TOTALLY TAKE H
0.11%:  NEED TO SEND
0.11%:  COULD USE A LITTLE HELP IN AN HO
0.11%:  NOTICE YOU USED THE "ALACK" IN A
0.11%:  NEED TO CHECK ON THE P
